geneID	bh_t32_A	bh_t32_B	bh_t32_C	bh_t72_A	bh_t72_B	bh_t72_C
RUMHYD_02809	23569.421	9265.067	25679.821	1102.288	721.7	806.74
RUMHYD_02810	50569.047	17490.024	59945.239	1895.494	1511.487	1343.515
RUMHYD_02811	6275	1374	3508	310	209	227
RUMHYD_02812	1651	1964	1885	319	218	278.893
RUMHYD_02813	12761.057	13751	25058	1335	782	958.107
RUMHYD_02814	3970	2203	4633	73	26	132.971
RUMHYD_02815	7699	3574	6439	125	125	361.029
RUMHYD_02816	422	296	135	203	27	135
RUMHYD_02817	50	46	43	0	1	4
RUMHYD_02818	2204	1551	1582	314	141	206
RUMHYD_02819	2038	3912	1598.012	218	81	80
RUMHYD_02820	4161.597	3127	3941	170	143	114
RUMHYD_02821	2621.765	1494	1950	118	66	58
RUMHYD_02822	1847.242	766	1112	80	56	59
RUMHYD_02823	1440.639	758.122	813	99	54	70
RUMHYD_02824	2590.299	1422.755	1486.407	159	102	126.636
RUMHYD_02825	2133.576	1303.546	1296.573	153.749	53.423	66.374
RUMHYD_02826	2530.543	1381.578	1164.019	173.251	146.577	96.99
RUMHYD_02827	48	10	4	190	5	41
RUMHYD_02828	22	5	2	144	8	30
RUMHYD_02829	679.239	119.995	153	126.862	44	106
RUMHYD_02830	649.761	159.005	65	113.138	80	81
RUMHYD_02831	5949.432	1742.33	1153	1985.875	1049.012	1051.138
RUMHYD_02832	4779.381	1747.874	890.368	1522.532	828.075	721.107
RUMHYD_02833	7801.246	2875.126	1518.632	3540.382	2353.925	2162.259
RUMHYD_02834	17535.402	6379.191	3192	6932.233	4302.039	4036.352
RUMHYD_02835	609.934	173.809	67	371.017	281.961	242.716
RUMHYD_02836	19.044	21	2	34.213	2	6.932
RUMHYD_02837	114	25	3	76	45	55
RUMHYD_02838	1679	427	227	1255	1095	820
RUMHYD_02839	32	11	7	97	2	38
RUMHYD_02840	1298	282	178	2694	1044	1052
RUMHYD_02841	1347	357	120	1172	1108	1028
RUMHYD_02842	418	155	141	330	200	116
RUMHYD_02843	4368.758	1476.998	1037.425	2741.815	2114.729	1285.922
RUMHYD_02844	14770.266	7556.815	8437.537	5469.096	4923.019	3252.926
RUMHYD_02845	38937.57	20954.485	23170.037	14935.089	9991.251	7723.305
RUMHYD_02846	15797.014	8297.763	7745	8399.377	3767.479	2980.126
RUMHYD_02847	32766.126	14211.715	16752	16366.195	13036.115	10382.369
RUMHYD_02848	1800.27	727.529	825.826	353.082	315.883	257.993
RUMHYD_02849	2048.154	966	573.174	582.345	520.523	402.36
RUMHYD_02850	1649	812.909	874	444.208	473	385.508
RUMHYD_02851	130	71.997	49	103.792	49	53.491
RUMHYD_02852	598.946	233.6	212	427.285	200	218.337
RUMHYD_02853	35781.401	11944.665	17446.801	28578.137	25854.622	25324.158
RUMHYD_02854	42492.029	16682.613	23403.747	18988.247	10703.373	11333.682
RUMHYD_02855	1782.805	695.227	665.685	1738.215	1047.141	1065.825
RUMHYD_02856	7816.856	3055.183	2847.344	2127.388	1530.721	1308.621
RUMHYD_02857	8477.903	4016.951	2966.17	2482.725	2352.143	2044.378
RUMHYD_02858	4952.305	1936.964	1521	2138.936	2370.729	1996.996
RUMHYD_02859	2637.7	1001.169	1002	1045.067	770.271	503.004
RUMHYD_02860	3766	1681	1252	3507	2355	2245.062
RUMHYD_02861	902	405	80	186.408	177	206.127
RUMHYD_02862	1868	1016	1169	663.592	631	444.812
RUMHYD_02863	84669.369	40385.612	38566.807	46772.014	19125.822	19205.295
RUMHYD_02864	36291.282	17912.205	18253.182	11897.985	7283.847	6589.145
RUMHYD_02865	26876.128	13518.381	11061.099	6687.993	4555.108	4150.257
RUMHYD_02866	17501.939	7707.604	6072	4167.986	2767.223	2582.599
RUMHYD_02867	16390.342	6617.931	8684.449	7017.657	3900.992	4128.552
RUMHYD_02868	3095.275	1221.069	1374.551	2043.72	858.008	943.151
RUMHYD_02869	683.954	307.363	179.008	268.755	200.858	280.547
RUMHYD_02870	517.944	273.637	201.992	129.89	76.142	77.683
RUMHYD_02871	7392.662	2273	2234	4666.029	3093	3434.866
RUMHYD_02872	5087.279	1809.06	1455	4381.971	1892.024	1904.508
RUMHYD_02873	29051.379	9379.822	62719.506	9949.661	4550.882	5525.241
RUMHYD_02874	2305.182	684.983	638.001	4274.731	2419.574	2055.687
RUMHYD_02875	855.942	430.449	852.742	887.782	493.518	486.474
RUMHYD_02876	11888.748	4575.568	4721.257	9494.826	4280.003	4933.994
RUMHYD_02877	339.048	161.649	108.193	316.892	185.702	103.16
RUMHYD_02878	5664.942	3823.697	1821.807	5538.055	2614.298	2826.003
RUMHYD_02879	10826.014	4780.654	6447	5221.053	2315	2642.837
RUMHYD_02880	717.214	340	416	209	92	92
RUMHYD_02881	1.779	0	9	0	0	3
RUMHYD_02882	9023.061	14185.483	8583.501	507.121	271	232.16
RUMHYD_02883	16813.583	17747.705	11089.808	541.879	299	354.84
RUMHYD_02884	610	506	279	68	54	231
RUMHYD_02885	8467	11190.311	9103.12	728	496	419
RUMHYD_02886	4484.158	6637.036	10116.686	179	72.148	59
RUMHYD_02887	7525.842	8238.964	16630.372	502	273.852	209
RUMHYD_02888	693	1210	727	92	46	187
RUMHYD_02889	4	0	14	0	0	0
RUMHYD_02890	221.192	142.223	231	9	4	0
RUMHYD_02891	177.585	89.841	122	7	11	23.134
RUMHYD_02892	32.223	45.936	67	0	1	33.866
RUMHYD_02893	102	89	86	5	1	4
RUMHYD_02894	4286	4416	5131	184	126	74
RUMHYD_02895	3	0	1	2	0	2
RUMHYD_02896	26	24	17	0	5	38
RUMHYD_02897	0	0	0	1	0	0
RUMHYD_02898	50	29	38	13	5	104.151
RUMHYD_02899	141	69	99	57	48	436.849
RUMHYD_02900	1039	487	721	71	37	122
RUMHYD_02901	45	27	92	15	1	12.29
RUMHYD_02902	1308.451	946.56	1620.244	65	42	37
RUMHYD_02903	2031	2023	3432	331	202	248
RUMHYD_02904	0	3	0	0	0	0
RUMHYD_02905	6073	9140.075	8605	362	277	121
RUMHYD_02906	6	0	8	0	0	0
RUMHYD_02907	18432.419	12973	14791	464	363	255
RUMHYD_02908	11767	13072	9725	616	447	416
RUMHYD_02909	13266.412	12012	7717	520	379	421.002
RUMHYD_02910	36675.1	34912	36923.283	580	562	411.998
RUMHYD_02912	23	1	5.002	1	0	12
RUMHYD_02913	3537.831	4994.113	5259.411	311	211.426	311.744
RUMHYD_02914	1500.169	1934.887	2090.589	44	19.574	75.256
RUMHYD_02915	96	84.29	153	21.503	3	19.711
RUMHYD_02916	238	174.71	193	41.497	33	141.999
RUMHYD_02917	27	54	41	7	17	63.199
RUMHYD_02918	86	43	109	9	0	17.801
RUMHYD_02919	0	0	0	0	0	7
RUMHYD_02920	6652	6926	6135	607	491	525
RUMHYD_02921	852	747	580	95	50	152
RUMHYD_02922	44	49	52	18	4	33
RUMHYD_02923	43	36	59	0	12	6
RUMHYD_02924	468	285	354	58	26	112
RUMHYD_02925	1	0	1	0	4	4
RUMHYD_02926	465	269.475	500	19	26	53
RUMHYD_02927	31	25.525	49	4	0	10
RUMHYD_02928	8540	7157.771	3676	5950.586	2530	1837.819
RUMHYD_02929	523	319	108	331.414	116	193.181
RUMHYD_02930	18575.952	40565.707	7144	14030.941	4049.019	3334
RUMHYD_02931	3744.174	9639.496	1630	3793.059	731.981	771
RUMHYD_02932	2935	1954	2188.343	332	99	204
RUMHYD_02933	389	143	284	39	14	183
RUMHYD_02934	1249.093	798.227	1193	165.023	112	119.838
RUMHYD_02935	4682	2799.773	4279	453.977	330	338.162
RUMHYD_02936	4668	2573.55	5281	462	272	304
RUMHYD_02937	10079.491	9344	8597	498	347	172
RUMHYD_02938	2726	1239	2692	205	119	296
RUMHYD_02939	2591.25	1615.08	2129	67	73.951	39
RUMHYD_02940	343.75	147.92	107	29	7.049	73
RUMHYD_02941	600	312	366	8	13	32
RUMHYD_02942	2	13	8	0	0	9
RUMHYD_02943	12442.55	11884	13184.998	866	521	597.377
RUMHYD_02944	508.45	277	555	21	22	51.147
RUMHYD_02945	497.584	324.554	432.154	56	27.003	54.465
RUMHYD_02946	6481.433	7553.177	7383.849	440	363.553	336.011
RUMHYD_02947	7712.107	7561.923	9870.997	542	364.966	314
RUMHYD_02948	119.963	85.347	95	21	13.478	27
RUMHYD_02949	3	0	1	2	1	42
RUMHYD_02950	79	64	43	80.776	4.363	134.156
RUMHYD_02951	1618	2464	1556	235.224	113.637	323.844
RUMHYD_02952	2376	3202	2682	190	149	111
RUMHYD_02953	0	0	8	0	5	0
RUMHYD_02954	608	627	409	39	24	10
RUMHYD_02955	86344.812	11078.637	73817.359	784	1139	677.581
RUMHYD_02956	7807.157	783.363	4972	55	30	44.419
RUMHYD_02957	16	0	1	3	6	5
RUMHYD_02958	19734.622	16839.355	21808.28	677	490	890.788
RUMHYD_02959	7078.339	5484.084	8143.329	285.75	257	201.907
RUMHYD_02960	8903.417	7374.562	12579.671	156.25	87	166.305
RUMHYD_02961	230.382	211.28	431.83	10	7	0
RUMHYD_02962	4180.618	6463.72	6575.17	121	97	62
RUMHYD_02963	109	127	37	9	9	5
RUMHYD_02964	89	17	26	3	0	7
RUMHYD_02965	300.562	81	98	24	19	39
RUMHYD_02966	407.438	57	205	52	54	170
RUMHYD_02967	65	15	30	33	33	236
RUMHYD_02968	1515.905	1291.053	2343.091	168.508	104.527	135
RUMHYD_02969	1644.095	915.947	2198.909	85.492	40.473	161
RUMHYD_02970	16062.452	14509	6419	1430	1027	716
RUMHYD_02971	2	7	0	0	0	6
RUMHYD_02972	43	118	16	15	5	20
RUMHYD_02973	9672.039	29122.001	5850.996	7154	3219	3039.362
RUMHYD_02974	3368.515	3524	2226.004	217	147	180.204
RUMHYD_02975	26886.125	24370.058	29118.199	2173	1570	1126.434
RUMHYD_02976	1670	744	1872	173	168	270.151
RUMHYD_02977	5141	26318.11	18337	1636	873	803.855
RUMHYD_02978	4721	22594.454	17885	1458	982	972.995
RUMHYD_02979	3384.096	1378	1436.999	209.018	162	73
RUMHYD_02980	9011.844	1445.945	2294.536	288.694	222.742	198
RUMHYD_02981	8199.063	1325.114	1592.466	304.288	212.258	188.005
RUMHYD_02982	5093.741	653.941	773	171	85	112.995
RUMHYD_02983	1	3	4	0	0	1
RUMHYD_02984	1369	2905	2505	186	134	246
RUMHYD_02985	513	1053	552	85	34	147
RUMHYD_02987	607	95	662	52	16	22
RUMHYD_02988	31656.843	8458	24343	693	286	285
RUMHYD_02989	2727	4048	3887	139	120	174
RUMHYD_02990	4106	6293	5208	250	191	198
RUMHYD_02991	437	427	518	28	9	59
RUMHYD_02992	44488.47	34813	44352	2214	1239	1179
RUMHYD_02993	5	3	14	0	0	0
RUMHYD_02994	2093.373	1550.619	1676.361	219	135.441	327.022
RUMHYD_02995	5597.047	3967.381	5360.637	318	240.559	391.978
RUMHYD_02996	353.153	206	360.002	24	23	93
RUMHYD_02997	8235.98	26376	17322	469	379	254
RUMHYD_02998	3123	2082	2775	249	176	218.756
RUMHYD_02999	10351	6202	10061	576	320	485.244
RUMHYD_03000	11	0	1	27	23	351
RUMHYD_03001	37	7	12	21	25	146
RUMHYD_03002	621	630	551	121	44	123
RUMHYD_03003	80	41	44	33	22	120.929
RUMHYD_03004	240	131	132	7	21	123.071
RUMHYD_03005	191.016	156	119	5.827	2	80
RUMHYD_03006	478	255	168	51.491	42	335
RUMHYD_03007	41	8	19	9.682	17	103
RUMHYD_03008	6	9	0	0	0	4
RUMHYD_03009	804.031	323	703	70.267	28	112
RUMHYD_03010	5580.99	2383	5299	250.733	167	276
RUMHYD_03011	831	449	403	161.844	54.996	81.217
RUMHYD_03012	36577.981	18530	25249	2203.156	1769.004	1526.783
RUMHYD_03013	0	0	0	0	0	0
RUMHYD_03014	1694.093	1403	2037	151	107	314
RUMHYD_03015	165.984	105	222	6	6	17
RUMHYD_03016	181.923	128	256.944	4	3	47
RUMHYD_03017	56	98	106.056	20	52	184
RUMHYD_03018	6078	8388	6959	420	233	337
RUMHYD_03019	18475.063	15189	31787	721	555	297
RUMHYD_03020	237126.453	326620.084	524130.497	9103	7064	4657
RUMHYD_03021	3688	3206	3568	164	130	168
RUMHYD_03022	982.916	742	3132	142	119	71
RUMHYD_03023	308.259	398.269	493	56	32	69.03
RUMHYD_03024	5900.189	4328.731	9404.121	644	395	272.97
RUMHYD_03025	45.931	54.003	21.019	13	1	0
RUMHYD_03026	5156.148	6349.716	8156.98	250	255	383
RUMHYD_03027	1887.921	1827.862	3326.002	38	90	149
RUMHYD_03028	26	15	32	9	6	113
RUMHYD_03029	8	1	1	3	2	45
RUMHYD_03030	0	0	0	0	0	0
RUMHYD_03031	1004	1114	1102.884	56	48	178
RUMHYD_03032	139	112	159.116	14	9	94.244
RUMHYD_03033	2622	2413	3197	112	208	244.756
RUMHYD_03034	1065.909	936	1271	20	25	76
RUMHYD_03035	2008.091	1478	1425	106	52	207
RUMHYD_03036	2547	2997	3082	249	135	137.553
RUMHYD_03037	1248	1058	2035	23	25	52.447
RUMHYD_03038	5545	5225	9055.998	426	220	237
RUMHYD_03039	7	11	8	0	0	17
RUMHYD_03040	511.473	640.772	808	39	37.957	161.162
RUMHYD_03041	763.527	913.263	790	104	106.043	170.838
RUMHYD_03042	2394.191	2342.036	3694.001	167.704	135	240
RUMHYD_03043	1756.809	1286.964	2349.999	110.296	116	134
RUMHYD_03044	6	2	11	5	0	6
RUMHYD_03045	17785.708	19941.495	24645.731	1609	940	899
RUMHYD_03046	2646.968	2319.505	4077.269	111	92	119
RUMHYD_03047	10373.101	24050.987	19357.501	452	282	191
RUMHYD_03048	10253.265	25958.856	16095.499	718	570	293
RUMHYD_03049	38453.567	30625.998	44925.095	1539	1086	1258.206
RUMHYD_03050	7712.358	2957	5202	200	180	359.794
RUMHYD_03051	4665.272	1644	2798	92	98	167
RUMHYD_03052	5380.123	1283	5480	473	228	392
RUMHYD_03053	1220.311	307	1626	69	64	135
RUMHYD_03054	1097.689	289	1150	95	35	216
RUMHYD_03055	8163.706	7630.099	8800.597	522.004	465	310.021
RUMHYD_03056	20453.365	17635.901	30377.403	808.996	641	594.976
RUMHYD_03057	17771	14332.992	20386.035	579	513	475.002
RUMHYD_03058	5	0	0	0	2	0
RUMHYD_03059	1815	1410	1523	104	132	108
RUMHYD_03060	843	57.206	308	50	18	230.2
RUMHYD_03061	784	52.794	224	30	23	166.14
RUMHYD_03062	1332	309	590	70	16	261.659
RUMHYD_03063	15	0	0	0	0	0
RUMHYD_03064	88.196	23	35	18.613	10	101
RUMHYD_03065	118.804	21	43	19.387	0	51
RUMHYD_03066	97	14	25	8	17	37
RUMHYD_03067	133	17	62	17	9.959	136.481
RUMHYD_03068	338	53	174	35	17.041	105.454
RUMHYD_03069	266	30	106	33	23	139.065
RUMHYD_03070	1336.56	682.8	1338.921	21	7	12
RUMHYD_03071	1247.334	447.2	1427.53	22	4	13
RUMHYD_03072	7829.726	5874.148	9647.335	179.483	131	91.128
RUMHYD_03073	5277.38	4930.852	5699.215	229.517	136	123.872
RUMHYD_03074	3114	4694.805	2340.808	306	127	188
RUMHYD_03075	14754	29197	9404	3487	1465	793
RUMHYD_03076	5686.238	8998.759	3509.992	847.004	281	279
RUMHYD_03077	6432.762	7448.241	5419.008	704.996	248	232
RUMHYD_03078	1055	913	462	117	44	127.11
RUMHYD_03079	5875.034	5930	6640.398	480	146	209.89
RUMHYD_03080	237.966	109	185	6	6	4
RUMHYD_03081	2952.687	1808.027	1936	184	110	175.841
RUMHYD_03082	6297.759	4606.263	5928.242	406.134	189	403.159
RUMHYD_03083	14490.116	9343.696	14747.489	640.98	378	357
RUMHYD_03084	162.709	163.282	162.269	21.886	4	16
RUMHYD_03085	73	30	107	0	8	0
RUMHYD_03086	11724	15047	39286	1695	1617	1137.409
RUMHYD_03087	17489	14218	32486	2947	2193	1461.678
RUMHYD_03088	13411	5564.253	13418	2555.133	2011	1461.913
RUMHYD_03089	1513	1898	3106	244	314	200
RUMHYD_03091	5996.551	3098.552	3609.216	491.994	289	346.227
RUMHYD_03092	16962.252	8551.448	14778.796	822.006	543	608.263
RUMHYD_03093	6949.037	3949.261	5766.337	584.774	348	515.51
RUMHYD_03094	7570.641	4319.739	7306.659	402.226	300	278.899
RUMHYD_03095	1475.87	531	752	61	75.766	121.254
RUMHYD_03096	15841.948	6158.013	10876	551	444.234	662.847
RUMHYD_03098	943.026	312	629	211	55	183
RUMHYD_03099	9524.721	15211.308	18527	375	285	148
RUMHYD_03100	81.279	198	169	9	9	11
RUMHYD_03101	620	902	843	77	56	131
RUMHYD_03102	2538	4468	2708	2412	644	432
RUMHYD_03103	3736	9234	8216	183	150	80
RUMHYD_03104	1	16	3	0	7	0
RUMHYD_03105	5394	111485.584	8175	35810	7918	4723
RUMHYD_03106	26	18	29	5	0	0
RUMHYD_03107	1626	1083	1464	161	60	113
RUMHYD_03108	3685	1932	2501	280	158	122
RUMHYD_03109	50	67	34	118	54	226
RUMHYD_03110	4	7	14	21	0	5
RUMHYD_03111	2755	2550	3335	480	250.29	481.266
RUMHYD_03112	310	336	217	40	49.71	87.734
RUMHYD_03113	786.872	5193.462	1488.957	86	70	27
RUMHYD_03114	272	263	150	91	65	60
RUMHYD_03115	149	65	124	13	3	29
RUMHYD_03116	251	67	228.221	21	1	43.505
RUMHYD_03117	179	104	131.779	18	19	27.495
RUMHYD_03118	198	205	235	32	35	40
RUMHYD_03119	0	0	0	0	0	4
RUMHYD_03120	425	289	240	17	40	82
RUMHYD_03122	0	0	0	0	0	0
RUMHYD_03123	59	64	133	17	15	129
RUMHYD_03124	0	0	0	0	0	0
RUMHYD_03125	0	2	2	5	1	23
RUMHYD_03126	3	11.384	8	1	4.912	2
RUMHYD_03127	1075.005	1582.616	1137	96	83.088	89
RUMHYD_03128	1565.996	2320	1481	154	140	207.281
RUMHYD_03129	221	256.729	210	19	8	78.434
RUMHYD_03130	923	600.271	857	64	32	107.286
RUMHYD_03138	2	11	1	0	1	21
RUMHYD_03139	8404	3269	5349.035	369	203	401
RUMHYD_03140	6801.998	3656	3326	256	161	116
RUMHYD_03141	2117	1078	1215	420.004	291	443.751
RUMHYD_03142	1109.012	455	779	333.996	259	394.037
RUMHYD_03143	1915	596	1568	497	258	447.211
RUMHYD_03144	649	680	674	93	56	238
RUMHYD_03145	1278	1526	1499	101	62	291
RUMHYD_03146	0	0	0	0	0	8
RUMHYD_03147	321	216	241	56	62	300
RUMHYD_03148	157	115	185	10	34	115
RUMHYD_03149	49	18	37	38	20	129
RUMHYD_03150	35	5	32	46	41	292.111
RUMHYD_03151	154.707	92	133	55	44.618	156.889
RUMHYD_03152	140.293	62	82	60	50.382	347
RUMHYD_03153	91	46	53	40.001	37	356.48
RUMHYD_03154	211	105	163	58.999	47	357.52
RUMHYD_03155	0	2	5	1	0	2
RUMHYD_03156	948	882	455	222	129	197.656
RUMHYD_03157	1790	1593	2025	239.01	128	275.344
RUMHYD_03158	613	425	228	95.99	60	101.185
RUMHYD_03159	2290	1686	2214	194	93	296.815
RUMHYD_03160	2	6	8	0	0	1
RUMHYD_03161	56991.989	7870	29538.031	2598	1583	1769
RUMHYD_03162	550	290	903	34	16	34
RUMHYD_03163	232	47	141	25	8	71
RUMHYD_03164	650.993	444	505	111	92	63.443
RUMHYD_03165	1380.007	1372	1074.286	118	104	218.118
RUMHYD_03166	1199.998	1017.699	1032.376	91.262	80	169.397
RUMHYD_03167	2446.002	1975.301	2234.338	206.738	125	398.042
RUMHYD_03168	5419.75	12937	7869	666	241	243
RUMHYD_03169	0	0	0	0	0	4
RUMHYD_03170	252.19	120.236	98	30	64.764	197.301
RUMHYD_03171	223.938	70.763	97.996	6	29.236	43.699
RUMHYD_03172	262.872	61.001	129.004	7	22	53
RUMHYD_03173	1150	261	548	44	51	122
RUMHYD_03174	410	376	544	56	51	256
RUMHYD_03175	1230.037	1068	1202	66	45	217
RUMHYD_03176	503.337	313.433	760.25	125.361	49	209.892
RUMHYD_03177	262.663	127.567	321.75	26.639	7	32.108
RUMHYD_03178	29556.998	22705	19063	3475	1914	1420
RUMHYD_03179	23872	24647.896	104121.678	845	852	466
RUMHYD_03180	1	0	0	0	0	0
RUMHYD_03181	2338	2519	4747	267	188	262.516
RUMHYD_03182	2263	2174	5610	228	169	257.484
RUMHYD_03183	5788.008	5078	13508	223	220	275
RUMHYD_03184	7092	5595.004	13032.001	353	242	347
RUMHYD_03185	142.351	133	295.195	1	8	20
RUMHYD_03186	27.649	14	86.805	0	0	0
RUMHYD_03187	7	2	21	0	0	0
RUMHYD_03188	1325	2155	1773	643	161	302
RUMHYD_03189	467.357	228.724	404	36	17	26
RUMHYD_03190	249.643	134.276	206	28	20	42
RUMHYD_03191	614.725	88	212	10.005	10	66.5
RUMHYD_03192	2901.275	201	1845	36.995	41	218.5
RUMHYD_03193	1	0	0	0	0	11
RUMHYD_03194	0	4	0	2	0	12
RUMHYD_03195	0	0	0	0	0	6
RUMHYD_03196	4489	5360	7843	312	168	103
RUMHYD_03197	8	9	8	0	9	55
RUMHYD_03198	1698	1978	2659	107	26	32
RUMHYD_03199	2	0	0	0	0	12
RUMHYD_03200	1246	993	849	44	29	101
RUMHYD_03201	31	24	28	0	0	1
RUMHYD_03202	3033	2747	2238.989	193	117	168
RUMHYD_03203	1412.813	1162	1703.011	63.863	22	54.988
RUMHYD_03204	1574.187	2840.345	3071	80.137	51	85.012
RUMHYD_03205	99	115	105	0	0	0
RUMHYD_03206	3183	9263	4475	427	293	125
RUMHYD_03208	4	5	5	0	0	0
RUMHYD_03207	0	0	0	0	0	12
RUMHYD_03209	2	0	8	0	8	4
RUMHYD_03210	9	11	10	0	0	0
RUMHYD_03211	83	97	83	41	46	257
RUMHYD_03212	37	55	20	18.87	28	82
RUMHYD_03213	142	116	114	56.487	25	199
RUMHYD_03214	659	493	609	80.643	29	132
RUMHYD_03215	281	167	240	39	36	104.436
RUMHYD_03216	1259.326	1202.339	1626	128	101	239.11
RUMHYD_03217	1720.674	1674.661	2410.005	141	81	175.454
RUMHYD_03218	1488	1010	937	73	74	50
RUMHYD_03219	178	105	76	16	38	185.654
RUMHYD_03220	231.53	132	253.016	23.194	31	77.347
RUMHYD_03221	177.47	102.917	202.984	23.806	20	87.614
RUMHYD_03222	102	62.083	79	16	3	80.385
RUMHYD_03223	164.065	64	135	10	7	71
RUMHYD_03224	200.935	97	151	16	17	141
RUMHYD_03225	248.086	178.781	276	16	13	128
RUMHYD_03226	251.914	77.219	223	12	0	105
RUMHYD_03227	834	844	1037	64	43	24
RUMHYD_03228	146	45	114	14	5	121.644
RUMHYD_03229	223	85	192	14	18	219.356
RUMHYD_03230	89	38	48	11	33	170.026
RUMHYD_03231	546	335	538	16	35	132.974
RUMHYD_03232	5168.52	5116.041	4131.423	338	243	234.074
RUMHYD_03233	5044.48	3987.959	4268.577	182	174	249.926
RUMHYD_03234	5	3	15	1	3	54
RUMHYD_03235	511	183	233	21	17	18
RUMHYD_03236	726	227	226	62	22	56
RUMHYD_03237	229	40.698	64	43	21	139.958
RUMHYD_03238	328	95.302	86	26	10	131.042
RUMHYD_03239	1440	1390	1501.401	59	38	83
RUMHYD_03240	23903	32342	27454	1378	823	551
RUMHYD_03241	382.99	674.987	587	45.994	21	48
RUMHYD_03242	952.01	1557.013	1215	45.006	50	135
RUMHYD_03243	1	0	0	0	0	9
RUMHYD_03244	255	80	46	71	25	155
RUMHYD_03245	226	128	99	39	12	67
RUMHYD_03246	233	127	75	28	17	64
RUMHYD_03247	1841	2584	2140	122	90	51
RUMHYD_03248	16	17	3	0	0	15
RUMHYD_03249	125	84	67	23	9	110
RUMHYD_03250	271	200	203	22.661	10	174.475
RUMHYD_03251	120	89	73	6.339	5	76.525
RUMHYD_03252	411	272	223	18.404	16	169.557
RUMHYD_03253	496	234	375.004	16.596	24	139.443
RUMHYD_03254	789	826	820	30	19	147.397
RUMHYD_03255	101	54	93	8	9	100.242
RUMHYD_03256	157	93	152	12	4	182.36
RUMHYD_03257	42	73	53	22	9	28
RUMHYD_03258	70	185	274	27	23	32
RUMHYD_03259	3479.616	1018.399	5585.143	27	34	33
RUMHYD_03260	54025.566	21715.5	91652.631	643	354	293
RUMHYD_03261	287	197	226	15	20	97
RUMHYD_03262	2802	1721	2026	118	108	130
RUMHYD_03263	20	61	27	22	13	140
RUMHYD_03264	172	374	303	50	65	137
RUMHYD_03265	12609.513	38877	23830.534	836	476	394
RUMHYD_03266	23154.365	92216.733	42109.938	3680	1833	1447
RUMHYD_03267	1137	252	538	95	62	177.077
RUMHYD_03268	5640	1486	5053	517	283	483.067
RUMHYD_03270	0	0	0	0	0	0
RUMHYD_03269	211	152	94	41	4	133.036
RUMHYD_03271	2176	1225	1542	708	290.885	509.142
RUMHYD_03272	43	27	40	49	19.115	152.95
RUMHYD_03273	614	226	265	173	54	234.727
RUMHYD_03274	2110.433	3838.733	3672.245	367	180	127
RUMHYD_03275	126.567	209.267	244.755	10	4	10
RUMHYD_03276	21147.77	9764.896	23212.762	669.493	379.99	422
RUMHYD_03277	14932.543	6006.389	25959.105	274.245	179.01	171.85
RUMHYD_03278	17441.688	6627.715	26403.099	254.262	247	314.15
RUMHYD_03279	0	0	1	0	0	0
RUMHYD_03280	7727.08	4401.493	8436.013	246	135	104
RUMHYD_03281	21988.915	11727.38	23102.009	625	428	260
RUMHYD_03282	840	1790.126	1727.026	32	15	18
RUMHYD_03283	1279	977	945	80	75	194
RUMHYD_03284	97	46	76	7	16	24
RUMHYD_03285	0	0	0	0	0	1
RUMHYD_03286	1	1	0	10	0	34
RUMHYD_03287	0	0	0	0	0	0
RUMHYD_03288	8	8	6	9	0	97
RUMHYD_03289	9	3	10	3	4	47
RUMHYD_03290	6	6	1	4	0	71
RUMHYD_03291	2	0	4	13	0	50
RUMHYD_03292	30	24	24	14	5	55
RUMHYD_03293	58	25	44	20	13	133.362
RUMHYD_03294	50	36	47	5	9	180.638
RUMHYD_03295	0	0	0	0	0	0
RUMHYD_03296	2	0	2	2	3	39.846
RUMHYD_03297	0	0	1	2	0	69.154
RUMHYD_03298	7647	2999	4991	176	111	240
RUMHYD_03299	761	376	651	21	18	91
RUMHYD_03300	7064.104	3806.933	8229.931	93	58	82.67
RUMHYD_03301	19031.897	16379.067	23622.069	349	202	215.33
RUMHYD_03302	13754	8342.002	10819.04	1065	724	510
RUMHYD_03926	4292.477	12195.495	5879.545	721.9	487.525	428.274
RUMHYD_03927	341753.416	677534.222	427134.17	19318	14204	9959
RUMHYD_03928	1	0	1	0	0	0
RUMHYD_03929	88	42	54	16	16	73
RUMHYD_03303	764.089	643.011	276.052	137	204.32	199.245
RUMHYD_03304	23303.449	19442.484	9404.84	8604.086	5112.236	7727.038
RUMHYD_03305	7099	5233	7346	1888	792	1006
RUMHYD_03306	1874.38	2396.796	1010	1329.643	784.112	743.501
RUMHYD_03307	4330.955	5743.204	1507	2765.232	1969.888	2017.499
RUMHYD_03309	249	435	263	67	51	63
RUMHYD_03308	2522.703	2827	833	1264.125	756	916
RUMHYD_03310	96.103	139	73	25	6	5
RUMHYD_03311	6293.193	6431.356	2340	3000.825	1740	1987
RUMHYD_03312	142.561	62.644	36	17.368	13.171	11
RUMHYD_03313	928.75	781.524	257	260.502	144.829	202.435
RUMHYD_03314	457.688	351.476	115	143.305	71	94.565
RUMHYD_03315	177	206.693	44	32	39	21
RUMHYD_03316	2286	2326.307	719	700	457	659
RUMHYD_03317	4467.768	4038	1046	1520.374	1114	1140
RUMHYD_03318	154.232	122	51	59.626	32	63.494
RUMHYD_03319	153	112	62	35	23	57.506
RUMHYD_03320	36	33	14	18	11	45.778
RUMHYD_03321	4740.95	4003	1260	1650	657	1053.097
